Source,Date,Description,Amount
UFCU business,07/22,Internet Banking Transfer,"$5,900.00"
UFCU business,07/23,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$1,980.00"
UFCU business,07/23,"Internet Banking Transfer invoice # 13
TO HAYES , TIMOTHY C XXXXXXXXXX Share 0080","$3,307.50"
UFCU business,07/26,"Bill Payment # 020726637322
GAIA GPS PREMIUM 8706002141 CA",$39.99
UFCU business,"07/26
07/25","Debit Card Check Card
ALOOK MEDIA AMSTERDAM NL",$4.17
UFCU business,07/26,"Debit Card Fee
VISA INTERNATIONAL SERVICE ASSESSMENT
Date 07/25/20",$0.03
UFCU business,07/26,Bill Payment # 020827100605,$19.00
UFCU business,07/31,"LOGMEIN * GoToMeeting logmein.com MA
Ending Balance",
UFCU business,06/02,"Internet Banking Transfer bill pay advance
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$300.00
UFCU business,"06/03
06/02","Debit Card Check Card
LINODE.COM 855-4546633 NJ",$5.00
UFCU business,06/04,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$300.00
UFCU business,"06/04
06/04","Debit Card Check Card
SQ * TORNADO TACO HOUSTON TX",$13.40
UFCU business,06/07,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$100.00
UFCU business,"06/07
06/07","Debit Card Check Card
AN FORD KATY KATY TX","$2,501.00"
UFCU business,06/08,"Internet Banking Transfer office rent
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$1,000.00"
UFCU business,06/08,"Bill Payment # 016020637466
SLACK TMXS14E6M SLACK.COM CA",$17.06
UFCU business,"06/10
06/09","Debit Card Check Card
DreamHost dh-fee.com 877-8294070 CA",$4.95
UFCU business,"06/10
06/10","Debit Card Check Card
HOVER 866-731-6556 MS",$31.17
UFCU business,06/10,"ACH ADVENTURE UP OVE
TYPE : SALE ID : 9215986202
CO : ADVENTURE UP OVE",$595.00
UFCU business,06/10,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$2,700.00"
UFCU business,06/10,"POS # 5PNOCW0AVEHM
AMAZON.COM * MY94R5UH1 SEATTLE WA",$25.97
UFCU business,06/11,"CHASE 7803 LONG POINT RD HOUSTON TX TX0040
at ATM # 016315346360",$463.00
UFCU business,06/11,"Non UFCU ATM Fee
CHASE 7803 LONG POINT RD HOUSTON TX TX0040",$1.00
UFCU business,06/12,"Internet Banking Transfer CCs
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$1,750.00"
UFCU business,06/15,"at ATM # 016705889814
Wells Fargo Ban 13560 IH 10 EAST . Houston
TX 0903B",$403.00
UFCU business,06/15,"Non UFCU ATM Fee
Wells Fargo Ban 13560 IH 10 EAST . Houston
TX 0903B",$1.00
UFCU business,"06/17
06/17","Debit Card Check Card
MACSTADIUM 877-250-3497 GA",$34.00
UFCU business,06/18,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$4,300.00"
UFCU business,06/18,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$350.00
UFCU business,06/18,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$500.00
UFCU business,06/18,"POS # 017016361517
OFFICE DEPOT 00 5330 W HOUSTON TX",$17.30
UFCU business,"06/19
06/19","Debit Card Check Card
FEDEX 394007648626 MEMPHIS TN",$110.77
UFCU business,"06/19
06/19","Debit Card Check Card
FEDEX 940487539496 MEMPHIS TN",$12.98
UFCU business,06/20,"Bill Payment # 017221715578
HARVEST 646-755-7737 NY",$12.99
UFCU business,06/22,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$10.00
UFCU business,"06/25
06/24","Debit Card Check Card
USPS PO BOXES ONLINE 800-344-7779 DC",$30.00
UFCU business,06/27,"Bill Payment # 017829100083
LOGMEIN * GoToMeeting logmein.com MA",$19.00
UFCU business,"06/28
06/26","Debit Card Check Card
WHATABURGER 501 Q26 JERSEY VILLAG TX",$4.97
UFCU business,"06/28
06/26","Adjustment Debit Card Credit Voucher
USPS PO BOXES ONLINE 800-3447779 DC",
UFCU business,"03/03
03/02","Debit Card Check Card
LINODE.COM 855-4546633 NJ",$5.00
UFCU business,03/03,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$8,660.00"
UFCU business,"03/04
03/03","Debit Card Check Card
FEDEX OFFIC21100021113 HOUSTON TX",$28.46
UFCU business,03/04,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$2,887.50"
UFCU business,03/05,"Bill Payment # 006527100189
XFINITY WIFI 866-489-0919 PA",$54.95
UFCU business,03/06,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$6,500.00"
UFCU business,03/06,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$8,000.00"
UFCU business,03/08,"Bill Payment # 006826637820
SLACK SLACK.COM CA",$17.06
UFCU business,03/09,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$1,000.00"
UFCU business,"03/11
03/10","Debit Card Check Card
STILES SWITCH LLC AUSTIN TX",$89.09
UFCU business,03/11,"Internet Banking Transfer Invoice # 8
TO HAYES , TIMOTHY C XXXXXXXXXX Share 0080","$3,132.50"
UFCU business,03/12,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$3,000.00"
UFCU business,03/18,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$9,800.00"
UFCU business,03/19,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,279.38"
UFCU business,03/20,"Bill Payment # 008022715764
HARVEST 646-755-7737 NY",$12.99
UFCU business,03/26,Bill Payment # 008626100417,$19.00
UFCU business,03/30,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$300.00
UFCU business,03/31,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$300.00
UFCU business,03/31,"Internet Banking Transfer Invoice # 9
TO HAYES , TIMOTHY C XXXXXXXXXX Share 0080","$2,572.50"
UFCU business,05/01,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$9,900.00"
UFCU business,"05/03
05/02","Debit Card Check Card
LINODE.COM 855-4546633 NJ",$5.00
UFCU business,05/05,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,300.00"
UFCU business,05/08,"Bill Payment # 012922637940
SLACK TMXS14E6M SLACK.COM CA",$17.06
UFCU business,05/09,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$1,100.00"
UFCU business,05/09,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$1,000.00"
UFCU business,05/13,"Internet Banking Transfer bills and CCs
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$5,000.00"
UFCU business,05/18,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$100.00
UFCU business,05/18,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$200.00
UFCU business,05/18,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$1,200.00"
UFCU business,05/18,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$300.00
UFCU business,05/20,"Internet Banking Transfer Invoice # 11
TO HAYES , TIMOTHY C XXXXXXXXXX Share 0080","$4,007.50"
UFCU business,05/20,Bill Payment # 014129743792,$12.99
UFCU business,05/25,"HARVEST 646-755-7737 NY
Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$200.00
UFCU business,05/26,Bill Payment # 014725100332,$19.00
UFCU business,05/29,"LOGMEIN * GoToMeeting logmein.com MA
Internet Banking Transfer bills
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$6,000.00"
UFCU business,05/30,"at ATM # 015122758376
CHASE 2305 WIRT RD HOUSTON TX TX6394",$123.00
UFCU business,05/30,"Non UFCU ATM Fee
CHASE 2305 WIRT RD HOUSTON TX TX6394",$1.00
UFCU business,05/30,"POS # 015100283312
AUTOZONE 1444 8090 LONG POINT RD HOUSTON
TX",$30.29
UFCU business,"02/03
02/02","Debit Card Check Card
LINODE.COM 855-4546633 NJ",$5.00
UFCU business,02/05,"ACH CLARITY AND RIGO
TYPE : DIRECT DEP ID : 9111111101
CO : CLARITY AND RIGO",
UFCU business,02/05,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$9,500.00"
UFCU business,02/06,"CO : ALLY BANK
ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921","$3,258.75"
UFCU business,"02/06
02/06","Debit Card Check Card
HOVER 866-731-6556 MS",$29.99
UFCU business,02/08,"Bill Payment # 003924637113
SLACK SLACK.COM CA",$17.06
UFCU business,02/13,"POS # 004417853596
OFFICE DEPOT 00 5330 W HOUSTON TX",$22.72
UFCU business,02/13,"POS # 004400219702
USPS PO 48018300 8000 LONG POINT RD
HOUSTON TX",$7.75
UFCU business,02/20,"Bill Payment # 005125719716
HARVEST 646-755-7737 NY",$12.99
UFCU business,02/21,"Internet Banking Transfer invoice # 7
TO HAYES , TIMOTHY C XXXXXXXXXX Share 0080","$5,022.50"
UFCU business,02/21,"POS # 005219452027
LOVES TRAVEL HEARNE TX",$23.80
UFCU business,"02/24
02/24","Debit Card Check Card
HOTELTONIGHTHYATT PLA 8002082949 CA",$118.00
UFCU business,02/24,"CO : CLARITY AND RIGO
Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$9,750.00"
UFCU business,02/25,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,300.00"
UFCU business,02/26,"Bill Payment # 005724100937
LOGMEIN * GoToMeeting logmein.com MA",$19.00
UFCU business,04/02,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$9,900.00"
UFCU business,04/03,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,300.00"
UFCU business,"04/04
04/03","Debit Card Check Card
LINODE.COM 855-4546633 NJ",$5.00
UFCU business,04/06,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$2,500.00"
UFCU business,04/07,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$6,500.00"
UFCU business,04/08,"Bill Payment # 009929637564
SLACK SLACK.COM CA",$17.06
UFCU business,04/10,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$3,050.00"
UFCU business,04/10,"Internet Banking Transfer
From SWEDBERG , RANDAL XXXXXXXXXX Share 0080",
UFCU business,04/13,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$1,500.00"
UFCU business,04/13,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$500.00
UFCU business,04/14,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080","$9,900.00"
UFCU business,04/14,"Internet Banking Transfer
From SWEDBERG , RANDAL XXXXXXXXXX Share 0080",
UFCU business,04/15,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,300.00"
UFCU business,04/20,Bill Payment # 011123894619,$12.99
UFCU business,04/21,"HARVEST 646-755-7737 NY
Internet Banking Transfer Invoice # 10
TO HAYES , TIMOTHY C XXXXXXXXXX Share 0080","$2,590.00"
UFCU business,04/26,Bill Payment # 011724100116,$19.00
UFCU business,04/30,"LOGMEIN * GoToMeeting logmein.com MA
Ending Balance",
UFCU business,"01/01
12/30","Debit Card Check Card
CIVIC LIQUOR & WINE HOUSTON TX",$21.64
UFCU business,"01/03
01/02","Debit Card Check Card
LINODE.COM 855-4546633 NJ",$5.00
UFCU business,01/04,"Bill Payment # 000427100799
XFINITY WIFI 866-489-0919 PA",$54.95
UFCU business,01/06,"POS # 000637152301
NST THE HOME DEPOT 070077 8400 KATY
FREEWAY HOUSTON TX",$76.71
UFCU business,01/06,"POS # 000668249101
NST THE HOME DEPOT 361194 8400 KATY
FREEWAY HOUSTON TX",$2.18
UFCU business,01/07,"Bill Payment # 000724100664
XFINITY WIFI 866-489-0919 PA",$19.95
UFCU business,01/08,"Bill Payment # 000824637381
SLACK SLACK.COM CA",$17.06
UFCU business,"01/09
01/08","Debit Card Check Card
TST * CANDENTE TEX MEX HOUSTON TX",$201.81
UFCU business,"01/10
01/10","Debit Card Check Card
TST * KARBACH BREWING HOUSTON TX",$75.71
UFCU business,"01/10
01/09","Debit Card Check Card
WAN FU CAFE HOUSTON TX",$30.17
UFCU business,"01/11
01/11","Debit Card Check Card
HOTELTONIGHTJW MARRIO 8002082949 CA",$172.00
UFCU business,01/13,"Bill Payment # 001326100379
XFINITY WIFI 866-489-0919 PA",$19.95
UFCU business,01/13,"at ATM # 001312797496
Regions NORTHBROOK HOUSTON TX TX82561",$203.50
UFCU business,01/13,"Non UFCU ATM Fee
Regions NORTHBROOK HOUSTON TX TX82561",$1.00
UFCU business,"01/14
01/14","Debit Card Check Card
FEDEX 779623981763 MEMPHIS TN",$52.30
UFCU business,01/20,"Bill Payment # 002020100757
XFINITY WIFI 866-489-0919 PA",$19.95
UFCU business,01/20,"Bill Payment # 002028713463
HARVEST 646-755-7737 NY",$12.99
UFCU business,01/21,"at ATM # 002118482369
CHASE 7803 LONG POINT RD HOUSTON TX TX4717",$103.00
UFCU business,01/21,"Non UFCU ATM Fee
CHASE 7803 LONG POINT RD HOUSTON TX TX4717",$1.00
UFCU business,01/21,"at ATM # 002121486931
CHASE 7803 LONG POINT RD HOUSTON TX TX4717",$123.00
UFCU business,01/21,"Non UFCU ATM Fee
CHASE 7803 LONG POINT RD HOUSTON TX TX4717",$1.00
UFCU business,01/22,"Internet Banking Transfer
TO HAYES , TIMOTHY C XXXXXXXXXX Share 0080","$2,712.50"
UFCU business,01/23,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$4,207.50"
UFCU business,01/23,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$10,000.00"
UFCU business,"01/24
01/23","Debit Card Check Card
MIGHT AS WELL LOUNGE HOUSTON TX",$35.00
UFCU business,01/27,"Bill Payment # 002724100179
XFINITY WIFI 866-489-0919 PA",$19.95
UFCU business,01/31,"Internet Banking Transfer
TO SWEDBERG , RANDALL XXXXXXXXXX Share 0080",$475.00
UFCU CC,10/22/2020,Purchase Bill Payment # 029522637928 BALSAMIQ 4153673531 CA,$44.50
UFCU CC,10/22/2020,DAIRY QUEEN # 14251 HOUSTON TX,$8.21
UFCU CC,10/22/2020,SQ * 7TACO HOUSTON TX,$15.87
UFCU CC,10/22/2020,CHEVRON 0376218 SPRING TX,$11.67
UFCU CC,06/19/2020,KATZ COFFEE 7138643338 TX,$22.00
UFCU CC,06/19/2020,CHUY'S HOUSTON TX,$69.13
UFCU CC,06/20/2020,Amazon.com * MS5UR55V1 Amzn.com/bill WA,$16.86
UFCU CC,06/21/2020,BRITTMOORE ANIMAL HOSPI HOUSTON TX,$107.24
UFCU CC,06/27/2020,AMAZON.COM * MS44K5SD2 AM AMZN.COM/BILL WA,$26.63
UFCU CC,06/28/2020,AMAZON.COM * MJ4FS70K1 AM AMZN.COM/BILL WA,$11.90
UFCU CC,06/30/2020,AMZN Mktp US * MJ2IZ9NP1 Amzn.com/bill WA,$42.68
UFCU CC,07/02/2020,"Recurring Purchase Bill Payment # 018328083927 BLINK MOTO
# 713 866-358-6300 TX",$16.24
UFCU CC,07/02/2020,Amazon Tips * MJ1UP7FV2 Amzn.com/bill WA,$5.00
UFCU CC,07/03/2020,Prime Video * MJ6XI3ZZ0 888-802-3080 WA,$10.81
UFCU CC,07/15/2020,H - E - B ONLINE 800-987-4438 TX,$185.44
UFCU CC,09/17/2020,SQ * GOOD CITY COFFEE CO The Woodlands TX,$4.25
UFCU CC,09/17/2020,WOODLANDS PERFORMANCE & THE WOODLANDS TX,"$2,075.00"
UFCU CC,09/18/2020,MI SOMBRERO HOUSTON TX,$15.63
UFCU CC,09/18/2020,DAIRY QUEEN # 14251 HOUSTON TX,$3.34
UFCU CC,09/18/2020,SPECS # 15 SPRING TX,$63.43
UFCU CC,09/18/2020,EXXONMOBIL 47942024 HOUSTON TX,$54.77
UFCU CC,09/22/2020,SUNOCO 0307947200 LLANO TX,$52.46
UFCU CC,09/23/2020,H - E - B ONLINE 800-987-4438 TX,$126.96
UFCU CC,09/23/2020,AMZN Mktp US * M42CR7BH2 Amzn.com/bill WA,$75.75
UFCU CC,09/23/2020,AMZN Mktp US * M471H6B12 Amzn.com/bill WA,$27.05
UFCU CC,09/23/2020,AMZN Mktp US * M48UM8PZ0 Amzn.com/bill WA,$37.88
UFCU CC,09/27/2020,TXTAG 888 468 9824 888-4689824 TX,$20.00
UFCU CC,09/30/2020,AMZN Mktp US * M45H68UB0 Amzn.com/bill WA,$20.95
UFCU CC,09/30/2020,AMAZON.COM * M45274UK0 AM AMZN.COM/BILL WA,$16.89
UFCU CC,08/16/2020,SQ * BLACK HOLE COFFEE H Houston TX,$15.19
UFCU CC,08/18/2020,CVS / PHARMACY # 06726 HOUSTON TX,$20.94
UFCU CC,08/18/2020,SQ * BLACK HOLE COFFEE H Houston TX,$9.85
UFCU CC,08/19/2020,CHUY'S HOUSTON TX,$69.13
UFCU CC,08/20/2020,eBay O * 24-05606-29076 San Jose CA,$21.43
UFCU CC,08/20/2020,SQ * 7TACO Houston TX,$13.93
UFCU CC,08/20/2020,VCI * VITACOST.COM 800-793-2601 FL,$213.41
UFCU CC,08/20/2020,PAYPAL * MIU EBAY MIU 402-935-7733 CA,$40.11
UFCU CC,08/20/2020,PAYPAL * GINGERBREAD EBA 402-935-7733 CA,$32.96
UFCU CC,08/22/2020,PIZZA ZONE SPRING TX,$25.85
UFCU CC,08/22/2020,DAIRY QUEEN # 14251 HOUSTON TX,$12.85
UFCU CC,08/22/2020,SHELL OIL 57543440200 SPRING TX,$5.60
UFCU CC,08/23/2020,O'REILLY AUTO PARTS 117 HOUSTON TX,$19.78
UFCU CC,08/23/2020,AUTOZONE # 1444 HOUSTON TX,$22.71
UFCU CC,08/23/2020,CVS / PHARMACY # 06726 HOUSTON TX,$62.74
UFCU CC,08/23/2020,6124 EL POLLO LOCO HOUSTON TX,$10.27
UFCU CC,08/24/2020,ACADEMY SPORTS # 116 HOUSTON TX,$44.33
UFCU CC,08/24/2020,SPARKLES SPRING BRANCH HOUSTON TX,$50.00
UFCU CC,08/24/2020,REI # 55 HOUSTON HOUSTON TX,$424.64
UFCU CC,08/24/2020,WAN FU CAFE HOUSTON TX,$44.43
UFCU CC,08/25/2020,SWIFT MART 2047 WIRT HOUSTON TX,$24.00
UFCU CC,08/25/2020,SWIFT MART 2047 WIRT HOUSTON TX,$51.86
UFCU CC,08/25/2020,SWIFT MART 2047 WIRT HOUSTON TX,$26.95
UFCU CC,08/25/2020,SOUTHWEST AUTOMOTIVE HOUSTON TX,$59.24
UFCU CC,08/25/2020,REI # 55 HOUSTON HOUSTON TX,$29.07
UFCU CC,08/25/2020,ABU ALI CAFE LLC HOUSTON TX,$21.50
UFCU CC,08/26/2020,H - E - B ONLINE 800-987-4438 TX,$346.81
UFCU CC,08/26/2020,CHUY'S HOUSTON TX,$71.54
UFCU CC,08/26/2020,THE HOME DEPOT # 6985 HOUSTON TX,$59.46
UFCU CC,08/27/2020,H - E - B ONLINE SAN ANTONIO TX,-$8.23
UFCU CC,09/04/2020,H - E - B ONLINE 800-987-4438 TX,$262.43
UFCU CC,09/04/2020,H - E - B ONLINE SAN ANTONIO TX,-$23.03
UFCU CC,09/06/2020,FIVE GUYS TX 1231 QSR PEARLAND TX,$30.59
UFCU CC,09/06/2020,TXTAG 888 468 9824 888-4689824 TX,$20.00
UFCU CC,09/06/2020,SHELL OIL 57546222001 ANGLETON TX,$8.29
UFCU CC,09/08/2020,REI.COM 800-426-4840 WA,$49.24
UFCU CC,09/09/2020,AMZN Mktp US * MU6X67P60 Amzn.com/bill WA,$108.20
UFCU CC,09/15/2020,TXTAG 888 468 9824 888-4689824 TX,$20.00
UFCU CC,07/20/2020,AMZN MKTP US * MV76V4EG0 AMZN.COM/BILL WA,$49.98
UFCU CC,07/21/2020,ZERO DECLINATION WWW.ZERODECLI NV,$275.50
UFCU CC,07/22/2020,TACO CABANA 20141 HOUSTON TX,$7.56
UFCU CC,07/23/2020,TACO CABANA 20276 CYPRESS TX,$12.18
UFCU CC,07/23/2020,Prime Video * MV49D9MR0 888-802-3080 WA,$3.24
UFCU CC,07/23/2020,SWC 800-6377439 TX,$7.72
UFCU CC,07/26/2020,CAMEO HTTPSWWW.CAME IL,$85.00
UFCU CC,07/29/2020,TXTAG 888 468 9824 888-4689824 TX,$20.00
UFCU CC,07/31/2020,CVS / PHARMACY # 06726 HOUSTON TX,$10.36
UFCU CC,07/31/2020,STARBUCKS STORE 48923 HOUSTON TX,$18.08
UFCU CC,07/31/2020,AMAZON.COM * MF33M90D0 AM AMZN.COM/BILL WA,$21.21
UFCU CC,08/01/2020,CHUY'S HOUSTON TX,$59.13
UFCU CC,08/02/2020,"Recurring Purchase Bill Payment # 021425083932 BLINK MOTO
# 713 866-358-6300 TX",$16.24
UFCU CC,08/02/2020,PAPPAS BBQ # 665 HOUSTON TX,$46.87
UFCU CC,08/02/2020,SSA HERMAN PARK CONSERV HOUSTON TX,$8.00
UFCU CC,08/02/2020,SSA HERMAN PARK CONSERV HOUSTON TX,$11.67
UFCU CC,08/02/2020,SQ * 7TACO Houston TX,$9.02
UFCU CC,08/03/2020,CVS / PHARMACY # 06726 HOUSTON TX,$8.91
UFCU CC,08/03/2020,STARBUCKS STORE 13963 SPRING VALLEY TX,$10.72
UFCU CC,08/03/2020,SHELL OIL 12628283009 HOUSTON TX,$64.73
UFCU CC,08/05/2020,MELLOW MUSHROOM # 214 HOUSTON TX,$35.05
UFCU CC,08/05/2020,MELLOW MUSHROOM # 214 HOUSTON TX,$5.79
UFCU CC,08/06/2020,WHATABURGER 828 Q26 TOMBALL TX,$9.13
UFCU CC,08/07/2020,Prime Video * MF3AM 1201 888-802-3080 WA,$4.32
UFCU CC,08/07/2020,KFC C521024 HOUSTON TX,$9.07
UFCU CC,08/07/2020,TST * RUDY S COUNTRY STO HOUSTON TX,$17.47
UFCU CC,08/09/2020,H - E - B ONLINE 800-987-4438 TX,$139.50
UFCU CC,08/12/2020,Prime Video * MF1602SN0 888-802-3080 WA,$21.64
UFCU CC,08/13/2020,Prime Video * MF4XX9K72 888-802-3080 WA,$2.15
UFCU CC,05/17/2020,CHEVRON 0381225 HOUSTON TX,$5.27
UFCU CC,05/18/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$47.70
UFCU CC,05/18/2020,CVS / PHARMACY # 06726 HOUSTON TX,$34.21
UFCU CC,05/18/2020,HARBOR FREIGHT TOOLS 79 HOUSTON TX,$92.00
UFCU CC,05/18/2020,NORTHERN TOOL & EQUIPCO HOUSTON TX,"$1,146.35"
UFCU CC,05/18/2020,RACEWAY6962 32769622 HOUSTON TX,$2.15
UFCU CC,05/18/2020,RACEWAY6962 32769622 HOUSTON TX,$37.32
UFCU CC,05/19/2020,EL TIEMPO CANTINA - WA HOUSTON TX,$80.77
UFCU CC,05/19/2020,AMZN Mktp US * M713K93F0 Amzn.com/bill WA,$223.31
UFCU CC,05/21/2020,APPLE.COM/US 800-676-2775 CA,$53.04
UFCU CC,05/21/2020,Amazon Tips * M76277GY1 Amzn.com/bill WA,$10.00
UFCU CC,05/22/2020,SWIFT MART AMELIA HOUSTON TX,$6.00
UFCU CC,05/23/2020,NORTHERN TOOL EQUIP TX HOUSTON TX,$358.28
UFCU CC,05/24/2020,EXXONMOBIL 47914718 HOUSTON TX,$8.63
UFCU CC,05/25/2020,WHATABURGER 1079 HOUSTON TX,$9.94
UFCU CC,05/25/2020,BESTBUYCOM806078447147 888 - BESTBUY MN,$53.03
UFCU CC,05/25/2020,CHUY'S HOUSTON TX,$69.13
UFCU CC,05/25/2020,SQ * BLACK HOLE COFFEE H Houston TX,$10.52
UFCU CC,05/26/2020,SWIFT FOOD MART HOUSTON TX,$37.47
UFCU CC,05/26/2020,AMZN Mktp US * M74H73911 Amzn.com/bill WA,$123.63
UFCU CC,05/26/2020,BONES 2 GO INC JERSEY VILLAG TX,$211.09
UFCU CC,05/28/2020,Amazon Tips * M74YT0QK2 Amzn.com/bill WA,$7.00
UFCU CC,05/29/2020,CHAPULTEPEC LUPITA HOUSTON TX,$102.44
UFCU CC,05/30/2020,CHICK - FIL - A # 03184 HOUSTON TX,$8.11
UFCU CC,05/31/2020,DAIRY QUEEN # 43537 SPRING TX,$9.07
UFCU CC,05/31/2020,AMZN MKTP US * MY3ZR3ND1 AMZN.COM/BILL WA,$30.31
UFCU CC,05/31/2020,SUNOCO 0823890900 SPRING TX,$24.72
UFCU CC,06/01/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$37.95
UFCU CC,06/01/2020,Prime Video⭑ * MY3D26FY0 888-802-3080 WA,$20.56
UFCU CC,06/01/2020,EL RANCHO # 34 HOUSTON TX,$28.88
UFCU CC,06/01/2020,"Recurring Purchase Bill Payment # 015324083923 BLINK MOTO
# 713 866-358-6300 TX",$13.09
UFCU CC,06/04/2020,AMZN Mktp US * MY3UR5X01 Amzn.com/bill WA,$17.31
UFCU CC,06/10/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$14.95
UFCU CC,06/11/2020,Prime Video * MY1801HZ2 888-802-3080 WA,$3.24
UFCU CC,06/12/2020,KFC C521024 HOUSTON TX,$7.00
UFCU CC,06/12/2020,AMZN Mktp US * MY0HT1YQ1 Amzn.com/bill WA,$29.23
UFCU CC,06/12/2020,FRATELLI'S RISTORANTE HOUSTON TX,$72.02
UFCU CC,06/13/2020,SWIFT MART 2047 WIRT HOUSTON TX,$27.60
UFCU CC,06/13/2020,EL BOSQUE MEXICAN RESTA MONTGOMERY TX,$17.08
UFCU CC,06/13/2020,EL BOSQUE MEXICAN RESTA MONTGOMERY TX,$31.39
UFCU CC,06/13/2020,Prime Video * MY8N28SM2 888-802-3080 WA,$1.10
UFCU CC,06/13/2020,EXXONMOBIL 47880307 MONTGOMERY TX,$5.77
UFCU CC,06/13/2020,STARBUCKS STORE 06393 HOUSTON TX,$2.87
UFCU CC,03/16/2020,WHOLEFDS CMP # 10497 HOUSTON TX,$452.16
UFCU CC,03/17/2020,BONES 2 GO INC JERSEY VILLAG TX,$213.24
UFCU CC,03/18/2020,BUSY BODY HOUSTON TX,$752.72
UFCU CC,03/18/2020,BUSY BODY HOUSTON TX,$36.11
UFCU CC,03/23/2020,CORNER STORE 1471 WILLIS TX,$32.64
UFCU CC,03/25/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$72.00
UFCU CC,03/28/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$155.06
UFCU CC,04/04/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$126.85
UFCU CC,04/05/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$11.50
UFCU CC,04/08/2020,H - E - B ONLINE 800-987-4438 TX,$53.41
UFCU CC,04/12/2020,H - E - B ONLINE 800-987-4438 TX,$271.42
